nodo,containerid,containername,pid,ppid,cmd
nodo,containerid,containername,pid,ppid,cmd
luish-Nitro-AN515-57,b3b9f3351ecc1d179ed3ad1be2a9fff6a156bac76ce541ea9c761a218af9fe11,,69877,69222,"69877   69222 /usr/local/bin/runsvdir -P /etc/service/enabled"
luish-Nitro-AN515-57,b3b9f3351ecc1d179ed3ad1be2a9fff6a156bac76ce541ea9c761a218af9fe11,,70008,69877,"70008   69877 runsv cni"
luish-Nitro-AN515-57,b3b9f3351ecc1d179ed3ad1be2a9fff6a156bac76ce541ea9c761a218af9fe11,,70009,69877,"70009   69877 runsv confd"
luish-Nitro-AN515-57,b3b9f3351ecc1d179ed3ad1be2a9fff6a156bac76ce541ea9c761a218af9fe11,,70010,69877,"70010   69877 runsv bird6"
luish-Nitro-AN515-57,b3b9f3351ecc1d179ed3ad1be2a9fff6a156bac76ce541ea9c761a218af9fe11,,70011,69877,"70011   69877 runsv felix"
luish-Nitro-AN515-57,b3b9f3351ecc1d179ed3ad1be2a9fff6a156bac76ce541ea9c761a218af9fe11,,70012,69877,"70012   69877 runsv monitor-addresses"
luish-Nitro-AN515-57,b3b9f3351ecc1d179ed3ad1be2a9fff6a156bac76ce541ea9c761a218af9fe11,,70013,69877,"70013   69877 runsv bird"
luish-Nitro-AN515-57,b3b9f3351ecc1d179ed3ad1be2a9fff6a156bac76ce541ea9c761a218af9fe11,,70014,69877,"70014   69877 runsv allocate-tunnel-addrs"
luish-Nitro-AN515-57,b3b9f3351ecc1d179ed3ad1be2a9fff6a156bac76ce541ea9c761a218af9fe11,,70015,69877,"70015   69877 runsv node-status-reporter"
luish-Nitro-AN515-57,b3b9f3351ecc1d179ed3ad1be2a9fff6a156bac76ce541ea9c761a218af9fe11,,70016,70015,"70016   70015 calico-node -status-reporter"
luish-Nitro-AN515-57,b3b9f3351ecc1d179ed3ad1be2a9fff6a156bac76ce541ea9c761a218af9fe11,,70017,70012,"70017   70012 calico-node -monitor-addresses"
luish-Nitro-AN515-57,b3b9f3351ecc1d179ed3ad1be2a9fff6a156bac76ce541ea9c761a218af9fe11,,70018,70014,"70018   70014 calico-node -allocate-tunnel-addrs"
luish-Nitro-AN515-57,b3b9f3351ecc1d179ed3ad1be2a9fff6a156bac76ce541ea9c761a218af9fe11,,70019,70008,"70019   70008 calico-node -monitor-token"
luish-Nitro-AN515-57,b3b9f3351ecc1d179ed3ad1be2a9fff6a156bac76ce541ea9c761a218af9fe11,,70020,70011,"70020   70011 calico-node -felix"
luish-Nitro-AN515-57,b3b9f3351ecc1d179ed3ad1be2a9fff6a156bac76ce541ea9c761a218af9fe11,,70021,70009,"70021   70009 calico-node -confd"
luish-Nitro-AN515-57,b3b9f3351ecc1d179ed3ad1be2a9fff6a156bac76ce541ea9c761a218af9fe11,,70310,70013,"70310   70013 bird -R -s /var/run/calico/bird.ctl -d -c /etc/calico/confd/config/bird.cfg"
luish-Nitro-AN515-57,b3b9f3351ecc1d179ed3ad1be2a9fff6a156bac76ce541ea9c761a218af9fe11,,70311,70010,"70311   70010 bird6 -R -s /var/run/calico/bird6.ctl -d -c /etc/calico/confd/config/bird6.cfg"
luish-Nitro-AN515-57,0a320d30270d23ff1ea7f0c412a2e214f395d8ea13da5811688d68060f582a75,,56697,56637,"56697   56637 /usr/local/bin/kube-proxy --config=/var/lib/kube-proxy/config.conf --hostname-override=luish-nitro-an515-57"
luish-Nitro-AN515-57,6a316cec43707152b49f7125a72defd395137d06e89aaa44c1f785c5fe0dc50e,,56333,56080,"56333   56080 etcd --advertise-client-urls=https://192.168.18.27:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-auth=true --data-dir=/var/lib/etcd --experimental-initial-corrupt-check=true --experimental-watch-progress-notify-interval=5s --initial-advertise-peer-urls=https://192.168.18.27:2380 --initial-cluster=luish-nitro-an515-57=https://192.168.18.27:2380 --key-file=/etc/kubernetes/pki/etcd/server.key --listen-client-urls=https://127.0.0.1:2379,https://192.168.18.27:2379 --listen-metrics-urls=http://127.0.0.1:2381 --listen-peer-urls=https://192.168.18.27:2380 --name=luish-nitro-an515-57 --peer-cert-file=/etc/kubernetes/pki/etcd/peer.crt --peer-client-cert-auth=true --peer-key-file=/etc/kubernetes/pki/etcd/peer.key --peer-trusted-ca-file=/etc/kubernetes/pki/etcd/ca.crt --snapshot-count=10000 --trusted-ca-file=/etc/kubernetes/pki/etcd/ca.crt"
luish-Nitro-AN515-57,b2f9a94a580d9fe6e02af6ae6eb8c46e221bba2dc56c7f70d132c672b773b81c,,56325,56079,"56325   56079 kube-scheduler --authentication-kubeconfig=/etc/kubernetes/scheduler.conf --authorization-kubeconfig=/etc/kubernetes/scheduler.conf --bind-address=127.0.0.1 --kubeconfig=/etc/kubernetes/scheduler.conf --leader-elect=true"
luish-Nitro-AN515-57,c50fa54d73984dd57ebfc6ac29ff4b0c26d5a797841b087d3848b337c8da10c7,,56309,56078,"56309   56078 kube-controller-manager --authentication-kubeconfig=/etc/kubernetes/controller-manager.conf --authorization-kubeconfig=/etc/kubernetes/controller-manager.conf --bind-address=127.0.0.1 --client-ca-file=/etc/kubernetes/pki/ca.crt --cluster-name=kubernetes --cluster-signing-cert-file=/etc/kubernetes/pki/ca.crt --cluster-signing-key-file=/etc/kubernetes/pki/ca.key --controllers=*,bootstrapsigner,tokencleaner --kubeconfig=/etc/kubernetes/controller-manager.conf --leader-elect=true --requestheader-client-ca-file=/etc/kubernetes/pki/front-proxy-ca.crt --root-ca-file=/etc/kubernetes/pki/ca.crt --service-account-private-key-file=/etc/kubernetes/pki/sa.key --use-service-account-credentials=true"
