nodo,containerid,containername,pid,ppid,cmd
nodo,containerid,containername,pid,ppid,cmd
luish-Nitro-AN515-57,e7b0134113787d56910b3a1e33acf8fc38638b4a51ff7d07e3de2f786d2d171d,,2435837,2435778,"/coredns -conf /etc/coredns/Corefile"
luish-Nitro-AN515-57,1ecc830e29f37b2717c78b811763afdd77355022e7d032b09e157bd9ad687ee8,,30020,29961,"30020   29961 /usr/bin/kube-controllers"
luish-Nitro-AN515-57,bc2265be820f58203ce3b0067c3ce54b4c3264f9f1a1ae6a46cd38e09e01d09d,,29009,28023,"29009   28023 /usr/local/bin/runsvdir -P /etc/service/enabled"
luish-Nitro-AN515-57,bc2265be820f58203ce3b0067c3ce54b4c3264f9f1a1ae6a46cd38e09e01d09d,,29113,29009,"29113   29009 runsv cni"
luish-Nitro-AN515-57,bc2265be820f58203ce3b0067c3ce54b4c3264f9f1a1ae6a46cd38e09e01d09d,,29114,29009,"29114   29009 runsv confd"
luish-Nitro-AN515-57,bc2265be820f58203ce3b0067c3ce54b4c3264f9f1a1ae6a46cd38e09e01d09d,,29115,29009,"29115   29009 runsv bird6"
luish-Nitro-AN515-57,bc2265be820f58203ce3b0067c3ce54b4c3264f9f1a1ae6a46cd38e09e01d09d,,29116,29009,"29116   29009 runsv felix"
luish-Nitro-AN515-57,bc2265be820f58203ce3b0067c3ce54b4c3264f9f1a1ae6a46cd38e09e01d09d,,29117,29009,"29117   29009 runsv monitor-addresses"
luish-Nitro-AN515-57,bc2265be820f58203ce3b0067c3ce54b4c3264f9f1a1ae6a46cd38e09e01d09d,,29118,29009,"29118   29009 runsv bird"
luish-Nitro-AN515-57,bc2265be820f58203ce3b0067c3ce54b4c3264f9f1a1ae6a46cd38e09e01d09d,,29119,29009,"29119   29009 runsv allocate-tunnel-addrs"
luish-Nitro-AN515-57,bc2265be820f58203ce3b0067c3ce54b4c3264f9f1a1ae6a46cd38e09e01d09d,,29120,29009,"29120   29009 runsv node-status-reporter"
luish-Nitro-AN515-57,bc2265be820f58203ce3b0067c3ce54b4c3264f9f1a1ae6a46cd38e09e01d09d,,29122,29116,"29122   29116 calico-node -felix"
luish-Nitro-AN515-57,bc2265be820f58203ce3b0067c3ce54b4c3264f9f1a1ae6a46cd38e09e01d09d,,29123,29117,"29123   29117 calico-node -monitor-addresses"
luish-Nitro-AN515-57,bc2265be820f58203ce3b0067c3ce54b4c3264f9f1a1ae6a46cd38e09e01d09d,,29124,29113,"29124   29113 calico-node -monitor-token"
luish-Nitro-AN515-57,bc2265be820f58203ce3b0067c3ce54b4c3264f9f1a1ae6a46cd38e09e01d09d,,29126,29119,"29126   29119 calico-node -allocate-tunnel-addrs"
