node_name,container_id,name_pid,pid,ppid,cmd
nitro5,f4f4f72c5ec820f5e82ddee1f1c223043c1fe2f685d44b1e9dd4358f1f3d71ac,calico-kube-controllers,725809,725723, 725723 /usr/bin/kube-controllers
nitro5,9d82bb097a041446317d156642c743aae189d636367626e4b86825f86a579194,calico-node,725041,724244, 724244 /usr/local/bin/runsvdir -P /etc/service/enabled
nitro5,9d82bb097a041446317d156642c743aae189d636367626e4b86825f86a579194,calico-node,725173,725041, 725041 runsv cni
nitro5,9d82bb097a041446317d156642c743aae189d636367626e4b86825f86a579194,calico-node,725174,725041, 725041 runsv confd
nitro5,9d82bb097a041446317d156642c743aae189d636367626e4b86825f86a579194,calico-node,725175,725041, 725041 runsv bird6
nitro5,9d82bb097a041446317d156642c743aae189d636367626e4b86825f86a579194,calico-node,725176,725041, 725041 runsv felix
nitro5,9d82bb097a041446317d156642c743aae189d636367626e4b86825f86a579194,calico-node,725177,725041, 725041 runsv monitor-addresses
nitro5,9d82bb097a041446317d156642c743aae189d636367626e4b86825f86a579194,calico-node,725178,725041, 725041 runsv bird
nitro5,9d82bb097a041446317d156642c743aae189d636367626e4b86825f86a579194,calico-node,725179,725041, 725041 runsv allocate-tunnel-addrs
nitro5,9d82bb097a041446317d156642c743aae189d636367626e4b86825f86a579194,calico-node,725180,725041, 725041 runsv node-status-reporter
nitro5,9d82bb097a041446317d156642c743aae189d636367626e4b86825f86a579194,calico-node,725181,725174, 725174 calico-node -confd
nitro5,9d82bb097a041446317d156642c743aae189d636367626e4b86825f86a579194,calico-node,725182,725173, 725173 calico-node -monitor-token
nitro5,9d82bb097a041446317d156642c743aae189d636367626e4b86825f86a579194,calico-node,725184,725176, 725176 calico-node -felix
nitro5,9d82bb097a041446317d156642c743aae189d636367626e4b86825f86a579194,calico-node,725185,725177, 725177 calico-node -monitor-addresses
nitro5,9d82bb097a041446317d156642c743aae189d636367626e4b86825f86a579194,calico-node,725186,725180, 725180 calico-node -status-reporter
nitro5,9d82bb097a041446317d156642c743aae189d636367626e4b86825f86a579194,calico-node,725187,725179, 725179 calico-node -allocate-tunnel-addrs
nitro5,9d82bb097a041446317d156642c743aae189d636367626e4b86825f86a579194,calico-node,725452,725175, 725175 bird6 -R -s /var/run/calico/bird6.ctl -d -c /etc/calico/confd/config/bird6.cfg
nitro5,9d82bb097a041446317d156642c743aae189d636367626e4b86825f86a579194,calico-node,725453,725178, 725178 bird -R -s /var/run/calico/bird.ctl -d -c /etc/calico/confd/config/bird.cfg
nitro5,5dfeae12122414406ecc3616d7d6ba01e539908d63d35363807108d235666ed5,kube-proxy,719045,718991, 718991 /usr/local/bin/kube-proxy --config=/var/lib/kube-proxy/config.conf --hostname-override=luish-nitro-an515-57
nitro5,579ea8fe348866b9e88f8d488ba3bd657025e1524989d56859a2ecb483b774fd,kube-apiserver,718708,718516," 718516 kube-apiserver --advertise-address=192.168.18.24 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-file=/etc/kubernetes/pki/ca.crt --enable-admission-plugins=NodeRestriction --enable-bootstrap-token-auth=true --etcd-cafile=/etc/kubernetes/pki/etcd/ca.crt --etcd-certfile=/etc/kubernetes/pki/apiserver-etcd-client.crt --etcd-keyfile=/etc/kubernetes/pki/apiserver-etcd-client.key --etcd-servers=https://127.0.0.1:2379 --kubelet-client-certificate=/etc/kubernetes/pki/apiserver-kubelet-client.crt --kubelet-client-key=/etc/kubernetes/pki/apiserver-kubelet-client.key --kubelet-preferred-address-types=InternalIP,ExternalIP,Hostname --proxy-client-cert-file=/etc/kubernetes/pki/front-proxy-client.crt --proxy-client-key-file=/etc/kubernetes/pki/front-proxy-client.key --requestheader-allowed-names=front-proxy-client --requestheader-client-ca-file=/etc/kubernetes/pki/front-proxy-ca.crt --requestheader-extra-headers-prefix=X-Remote-Extra- --requestheader-group-headers=X-Remote-Group --requestheader-username-headers=X-Remote-User --secure-port=6443 --service-account-issuer=https://kubernetes.default.svc.cluster.local --service-account-key-file=/etc/kubernetes/pki/sa.pub --service-account-signing-key-file=/etc/kubernetes/pki/sa.key --service-cluster-ip-range=10.96.0.0/12 --tls-cert-file=/etc/kubernetes/pki/apiserver.crt --tls-private-key-file=/etc/kubernetes/pki/apiserver.key"
