node_name,container_id,name_pid,pid,ppid,cmd
nitro5,de2a3dd931d3c41115d5874d49413ae68eb799721dd62fd9493ce0be03575861,calico-kube-controllers,165447,165357, 165357 /usr/bin/kube-controllers
nitro5,62072b92e185a4d49fb3d8d1266c07c52c272adced1499d3e23cbc71eeeecaff,calico-node,164522,164052, 164052 /usr/local/bin/runsvdir -P /etc/service/enabled
nitro5,62072b92e185a4d49fb3d8d1266c07c52c272adced1499d3e23cbc71eeeecaff,calico-node,164613,164522, 164522 runsv cni
nitro5,62072b92e185a4d49fb3d8d1266c07c52c272adced1499d3e23cbc71eeeecaff,calico-node,164614,164522, 164522 runsv confd
nitro5,62072b92e185a4d49fb3d8d1266c07c52c272adced1499d3e23cbc71eeeecaff,calico-node,164615,164522, 164522 runsv bird6
nitro5,62072b92e185a4d49fb3d8d1266c07c52c272adced1499d3e23cbc71eeeecaff,calico-node,164616,164522, 164522 runsv felix
nitro5,62072b92e185a4d49fb3d8d1266c07c52c272adced1499d3e23cbc71eeeecaff,calico-node,164617,164522, 164522 runsv monitor-addresses
nitro5,62072b92e185a4d49fb3d8d1266c07c52c272adced1499d3e23cbc71eeeecaff,calico-node,164618,164522, 164522 runsv bird
nitro5,62072b92e185a4d49fb3d8d1266c07c52c272adced1499d3e23cbc71eeeecaff,calico-node,164619,164522, 164522 runsv allocate-tunnel-addrs
nitro5,62072b92e185a4d49fb3d8d1266c07c52c272adced1499d3e23cbc71eeeecaff,calico-node,164620,164522, 164522 runsv node-status-reporter
nitro5,62072b92e185a4d49fb3d8d1266c07c52c272adced1499d3e23cbc71eeeecaff,calico-node,164621,164619, 164619 calico-node -allocate-tunnel-addrs
nitro5,62072b92e185a4d49fb3d8d1266c07c52c272adced1499d3e23cbc71eeeecaff,calico-node,164622,164613, 164613 calico-node -monitor-token
nitro5,62072b92e185a4d49fb3d8d1266c07c52c272adced1499d3e23cbc71eeeecaff,calico-node,164625,164616, 164616 calico-node -felix
nitro5,62072b92e185a4d49fb3d8d1266c07c52c272adced1499d3e23cbc71eeeecaff,calico-node,164626,164614, 164614 calico-node -confd
nitro5,62072b92e185a4d49fb3d8d1266c07c52c272adced1499d3e23cbc71eeeecaff,calico-node,164627,164620, 164620 calico-node -status-reporter
nitro5,62072b92e185a4d49fb3d8d1266c07c52c272adced1499d3e23cbc71eeeecaff,calico-node,164628,164617, 164617 calico-node -monitor-addresses
nitro5,62072b92e185a4d49fb3d8d1266c07c52c272adced1499d3e23cbc71eeeecaff,calico-node,164933,164615, 164615 bird6 -R -s /var/run/calico/bird6.ctl -d -c /etc/calico/confd/config/bird6.cfg
nitro5,62072b92e185a4d49fb3d8d1266c07c52c272adced1499d3e23cbc71eeeecaff,calico-node,164934,164618, 164618 bird -R -s /var/run/calico/bird.ctl -d -c /etc/calico/confd/config/bird.cfg
nitro5,03b67d53d02ffc61dc5e4ec40b0ac041f71b96f5b0651907a58634079f1ef867,kube-proxy,163765,163710, 163710 /usr/local/bin/kube-proxy --config=/var/lib/kube-proxy/config.conf --hostname-override=nitro5
nitro5,c7e6910f51120d0b8c8c947fd33ae25c08a4d59798901df4d7156938e047dbf0,kube-scheduler,163450,163214, 163214 kube-scheduler --authentication-kubeconfig=/etc/kubernetes/scheduler.conf --authorization-kubeconfig=/etc/kubernetes/scheduler.conf --bind-address=127.0.0.1 --kubeconfig=/etc/kubernetes/scheduler.conf --leader-elect=true
nitro5,be456d1776c45fb39371e95aeeed3ad7214f112c18908f294754bfb2e5481cde,kube-controller-manager,163447,163208," 163208 kube-controller-manager --authentication-kubeconfig=/etc/kubernetes/controller-manager.conf --authorization-kubeconfig=/etc/kubernetes/controller-manager.conf --bind-address=127.0.0.1 --client-ca-file=/etc/kubernetes/pki/ca.crt --cluster-name=kubernetes --cluster-signing-cert-file=/etc/kubernetes/pki/ca.crt --cluster-signing-key-file=/etc/kubernetes/pki/ca.key --controllers=*,bootstrapsigner,tokencleaner --kubeconfig=/etc/kubernetes/controller-manager.conf --leader-elect=true --requestheader-client-ca-file=/etc/kubernetes/pki/front-proxy-ca.crt --root-ca-file=/etc/kubernetes/pki/ca.crt --service-account-private-key-file=/etc/kubernetes/pki/sa.key --use-service-account-credentials=true"
