nodo,containerid,containername,pid,ppid,cmd
nodo,containerid,containername,pid,ppid,cmd
luish-Nitro-AN515-57,d821fe7f5e7e35774e983d3f424b3740510ba7672e17d766a25088c3b6d06a5e,,3093580,3091680,"/usr/bin/kube-controllers"
luish-Nitro-AN515-57,f31799259a272a4eebc7e32f013c8c0f2302bdee88773127094bb347e126fb68,,389240,388909," 388909 /usr/local/bin/runsvdir -P /etc/service/enabled"
luish-Nitro-AN515-57,f31799259a272a4eebc7e32f013c8c0f2302bdee88773127094bb347e126fb68,,389348,389240," 389240 runsv cni"
luish-Nitro-AN515-57,f31799259a272a4eebc7e32f013c8c0f2302bdee88773127094bb347e126fb68,,389349,389240," 389240 runsv confd"
luish-Nitro-AN515-57,f31799259a272a4eebc7e32f013c8c0f2302bdee88773127094bb347e126fb68,,389350,389240," 389240 runsv bird6"
luish-Nitro-AN515-57,f31799259a272a4eebc7e32f013c8c0f2302bdee88773127094bb347e126fb68,,389351,389240," 389240 runsv felix"
luish-Nitro-AN515-57,f31799259a272a4eebc7e32f013c8c0f2302bdee88773127094bb347e126fb68,,389352,389240," 389240 runsv monitor-addresses"
luish-Nitro-AN515-57,f31799259a272a4eebc7e32f013c8c0f2302bdee88773127094bb347e126fb68,,389353,389240," 389240 runsv bird"
luish-Nitro-AN515-57,f31799259a272a4eebc7e32f013c8c0f2302bdee88773127094bb347e126fb68,,389354,389240," 389240 runsv allocate-tunnel-addrs"
luish-Nitro-AN515-57,f31799259a272a4eebc7e32f013c8c0f2302bdee88773127094bb347e126fb68,,389355,389240," 389240 runsv node-status-reporter"
luish-Nitro-AN515-57,f31799259a272a4eebc7e32f013c8c0f2302bdee88773127094bb347e126fb68,,389356,389355," 389355 calico-node -status-reporter"
luish-Nitro-AN515-57,f31799259a272a4eebc7e32f013c8c0f2302bdee88773127094bb347e126fb68,,389357,389354," 389354 calico-node -allocate-tunnel-addrs"
luish-Nitro-AN515-57,f31799259a272a4eebc7e32f013c8c0f2302bdee88773127094bb347e126fb68,,389358,389348," 389348 calico-node -monitor-token"
luish-Nitro-AN515-57,f31799259a272a4eebc7e32f013c8c0f2302bdee88773127094bb347e126fb68,,389359,389352," 389352 calico-node -monitor-addresses"
luish-Nitro-AN515-57,f31799259a272a4eebc7e32f013c8c0f2302bdee88773127094bb347e126fb68,,389360,389349," 389349 calico-node -confd"
luish-Nitro-AN515-57,f31799259a272a4eebc7e32f013c8c0f2302bdee88773127094bb347e126fb68,,389362,389351," 389351 calico-node -felix"
luish-Nitro-AN515-57,f31799259a272a4eebc7e32f013c8c0f2302bdee88773127094bb347e126fb68,,389652,389353," 389353 bird -R -s /var/run/calico/bird.ctl -d -c /etc/calico/confd/config/bird.cfg"
luish-Nitro-AN515-57,f31799259a272a4eebc7e32f013c8c0f2302bdee88773127094bb347e126fb68,,389653,389350," 389350 bird6 -R -s /var/run/calico/bird6.ctl -d -c /etc/calico/confd/config/bird6.cfg"
luish-Nitro-AN515-57,167377eaa3a659123311701180e890b2320c8972ec2f3d28ab82bd9bed02d043,,388594,388541," 388541 /usr/local/bin/kube-proxy --config=/var/lib/kube-proxy/config.conf --hostname-override=luish-nitro-an515-57"
luish-Nitro-AN515-57,ea0bab2f7015be094f84b7280d626a2615a02a7e8a89c1cfa8faeae19f851f08,,388242,387977," 387977 kube-apiserver --advertise-address=192.168.18.27 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-file=/etc/kubernetes/pki/ca.crt --enable-admission-plugins=NodeRestriction --enable-bootstrap-token-auth=true --etcd-cafile=/etc/kubernetes/pki/etcd/ca.crt --etcd-certfile=/etc/kubernetes/pki/apiserver-etcd-client.crt --etcd-keyfile=/etc/kubernetes/pki/apiserver-etcd-client.key --etcd-servers=https://127.0.0.1:2379 --kubelet-client-certificate=/etc/kubernetes/pki/apiserver-kubelet-client.crt --kubelet-client-key=/etc/kubernetes/pki/apiserver-kubelet-client.key --kubelet-preferred-address-types=InternalIP,ExternalIP,Hostname --proxy-client-cert-file=/etc/kubernetes/pki/front-proxy-client.crt --proxy-client-key-file=/etc/kubernetes/pki/front-proxy-client.key --requestheader-allowed-names=front-proxy-client --requestheader-client-ca-file=/etc/kubernetes/pki/front-proxy-ca.crt --requestheader-extra-headers-prefix=X-Remote-Extra- --requestheader-group-headers=X-Remote-Group --requestheader-username-headers=X-Remote-User --secure-port=6443 --service-account-issuer=https://kubernetes.default.svc.cluster.local --service-account-key-file=/etc/kubernetes/pki/sa.pub --service-account-signing-key-file=/etc/kubernetes/pki/sa.key --service-cluster-ip-range=10.96.0.0/12 --tls-cert-file=/etc/kubernetes/pki/apiserver.crt --tls-private-key-file=/etc/kubernetes/pki/apiserver.key"
luish-Nitro-AN515-57,e0a845bab5e10c2e36cb3b6f6f37c2bc19646bb7a7d3b82902e03d77d83bfcbf,,388217,387978," 387978 kube-scheduler --authentication-kubeconfig=/etc/kubernetes/scheduler.conf --authorization-kubeconfig=/etc/kubernetes/scheduler.conf --bind-address=127.0.0.1 --kubeconfig=/etc/kubernetes/scheduler.conf --leader-elect=true"
luish-Nitro-AN515-57,dd4d8a04913138db5ec01f779dbd521253576c2ab8663b5311e27b8330ee81b0,,388213,387973," 387973 kube-controller-manager --authentication-kubeconfig=/etc/kubernetes/controller-manager.conf --authorization-kubeconfig=/etc/kubernetes/controller-manager.conf --bind-address=127.0.0.1 --client-ca-file=/etc/kubernetes/pki/ca.crt --cluster-name=kubernetes --cluster-signing-cert-file=/etc/kubernetes/pki/ca.crt --cluster-signing-key-file=/etc/kubernetes/pki/ca.key --controllers=*,bootstrapsigner,tokencleaner --kubeconfig=/etc/kubernetes/controller-manager.conf --leader-elect=true --requestheader-client-ca-file=/etc/kubernetes/pki/front-proxy-ca.crt --root-ca-file=/etc/kubernetes/pki/ca.crt --service-account-private-key-file=/etc/kubernetes/pki/sa.key --use-service-account-credentials=true"
luish-Nitro-AN515-57,591ee3caf2010dee7e2be8cb61eebb773b295dda30e48e13faf2b2e54092589a,,388203,387965," 387965 etcd --advertise-client-urls=https://192.168.18.27:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-auth=true --data-dir=/var/lib/etcd --experimental-initial-corrupt-check=true --experimental-watch-progress-notify-interval=5s --initial-advertise-peer-urls=https://192.168.18.27:2380 --initial-cluster=luish-nitro-an515-57=https://192.168.18.27:2380 --key-file=/etc/kubernetes/pki/etcd/server.key --listen-client-urls=https://127.0.0.1:2379,https://192.168.18.27:2379 --listen-metrics-urls=http://127.0.0.1:2381 --listen-peer-urls=https://192.168.18.27:2380 --name=luish-nitro-an515-57 --peer-cert-file=/etc/kubernetes/pki/etcd/peer.crt --peer-client-cert-auth=true --peer-key-file=/etc/kubernetes/pki/etcd/peer.key --peer-trusted-ca-file=/etc/kubernetes/pki/etcd/ca.crt --snapshot-count=10000 --trusted-ca-file=/etc/kubernetes/pki/etcd/ca.crt"
luish-Aspire-A315-55G,8697847d36bfa8c72f50d433b2bc6eff4c59cdff2caa7da88df26e47a3161a2c,,948659,948604," 948604 /coredns -conf /etc/coredns/Corefile"
luish-Aspire-A315-55G,a7fa48dd629ecb10f475ad3a867844a4d43232353be4d3dffa3516dfdeb52eba,,10072,9629,"10072    9629 /usr/local/bin/runsvdir -P /etc/service/enabled"
luish-Aspire-A315-55G,a7fa48dd629ecb10f475ad3a867844a4d43232353be4d3dffa3516dfdeb52eba,,10188,10072,"10188   10072 runsv allocate-tunnel-addrs"
luish-Aspire-A315-55G,a7fa48dd629ecb10f475ad3a867844a4d43232353be4d3dffa3516dfdeb52eba,,10189,10072,"10189   10072 runsv monitor-addresses"
luish-Aspire-A315-55G,a7fa48dd629ecb10f475ad3a867844a4d43232353be4d3dffa3516dfdeb52eba,,10190,10072,"10190   10072 runsv cni"
luish-Aspire-A315-55G,a7fa48dd629ecb10f475ad3a867844a4d43232353be4d3dffa3516dfdeb52eba,,10191,10072,"10191   10072 runsv felix"
luish-Aspire-A315-55G,a7fa48dd629ecb10f475ad3a867844a4d43232353be4d3dffa3516dfdeb52eba,,10192,10072,"10192   10072 runsv bird6"
luish-Aspire-A315-55G,a7fa48dd629ecb10f475ad3a867844a4d43232353be4d3dffa3516dfdeb52eba,,10193,10072,"10193   10072 runsv bird"
luish-Aspire-A315-55G,a7fa48dd629ecb10f475ad3a867844a4d43232353be4d3dffa3516dfdeb52eba,,10194,10072,"10194   10072 runsv node-status-reporter"
luish-Aspire-A315-55G,a7fa48dd629ecb10f475ad3a867844a4d43232353be4d3dffa3516dfdeb52eba,,10195,10072,"10195   10072 runsv confd"
luish-Aspire-A315-55G,a7fa48dd629ecb10f475ad3a867844a4d43232353be4d3dffa3516dfdeb52eba,,10197,10188,"10197   10188 calico-node -allocate-tunnel-addrs"
luish-Aspire-A315-55G,a7fa48dd629ecb10f475ad3a867844a4d43232353be4d3dffa3516dfdeb52eba,,10198,10194,"10198   10194 calico-node -status-reporter"
luish-Aspire-A315-55G,a7fa48dd629ecb10f475ad3a867844a4d43232353be4d3dffa3516dfdeb52eba,,10199,10189,"10199   10189 calico-node -monitor-addresses"
luish-Aspire-A315-55G,a7fa48dd629ecb10f475ad3a867844a4d43232353be4d3dffa3516dfdeb52eba,,10201,10190,"10201   10190 calico-node -monitor-token"
luish-Aspire-A315-55G,a7fa48dd629ecb10f475ad3a867844a4d43232353be4d3dffa3516dfdeb52eba,,10203,10191,"10203   10191 calico-node -felix"
luish-Aspire-A315-55G,a7fa48dd629ecb10f475ad3a867844a4d43232353be4d3dffa3516dfdeb52eba,,10202,10195,"10202   10195 calico-node -confd"
luish-Aspire-A315-55G,a7fa48dd629ecb10f475ad3a867844a4d43232353be4d3dffa3516dfdeb52eba,,10318,10193,"10318   10193 bird -R -s /var/run/calico/bird.ctl -d -c /etc/calico/confd/config/bird.cfg"
luish-Aspire-A315-55G,a7fa48dd629ecb10f475ad3a867844a4d43232353be4d3dffa3516dfdeb52eba,,10319,10192,"10319   10192 bird6 -R -s /var/run/calico/bird6.ctl -d -c /etc/calico/confd/config/bird6.cfg"
luish-Aspire-A315-55G,839243012f88f07d50cc60a34737b0a07938f30abce213e75e04c1241e4366e6,,9601,9546," 9601    9546 /usr/local/bin/kube-proxy --config=/var/lib/kube-proxy/config.conf --hostname-override=luish-aspire-a315-55g"
scorpius03,6af0eb18e1b5b2b65b966f8d2cefc7ed504cb6e40a6d195f8883b9010d9452ce,,1120148,1120097,"/coredns -conf /etc/coredns/Corefile"
scorpius03,bb1d96a32ccc44bb001ade06b873ddea37168d2cd877fd79f5ecb8481ccf788d,,8606,8325," 8606    8325 /usr/local/bin/runsvdir -P /etc/service/enabled"
