nodo,containerid,containername,pid,ppid,cmd
nodo,containerid,containername,pid,ppid,cmd
luish-Nitro-AN515-57,ce63c1cf41982d8a95748291b0d0b0cc435b53900d81fe5dcafb07f33acc3f89,,15929,15876,"15929   15876 /usr/bin/kube-controllers"
luish-Nitro-AN515-57,f6b7af8c4320993e3a0d9b3e51c9a7b9f3f8ccb3f1b405f5435a741432772779,,15281,14736,"15281   14736 /usr/local/bin/runsvdir -P /etc/service/enabled"
luish-Nitro-AN515-57,f6b7af8c4320993e3a0d9b3e51c9a7b9f3f8ccb3f1b405f5435a741432772779,,15382,15281,"15382   15281 runsv cni"
luish-Nitro-AN515-57,f6b7af8c4320993e3a0d9b3e51c9a7b9f3f8ccb3f1b405f5435a741432772779,,15383,15281,"15383   15281 runsv confd"
luish-Nitro-AN515-57,f6b7af8c4320993e3a0d9b3e51c9a7b9f3f8ccb3f1b405f5435a741432772779,,15384,15281,"15384   15281 runsv bird6"
luish-Nitro-AN515-57,f6b7af8c4320993e3a0d9b3e51c9a7b9f3f8ccb3f1b405f5435a741432772779,,15385,15281,"15385   15281 runsv felix"
luish-Nitro-AN515-57,f6b7af8c4320993e3a0d9b3e51c9a7b9f3f8ccb3f1b405f5435a741432772779,,15386,15281,"15386   15281 runsv monitor-addresses"
luish-Nitro-AN515-57,f6b7af8c4320993e3a0d9b3e51c9a7b9f3f8ccb3f1b405f5435a741432772779,,15387,15281,"15387   15281 runsv bird"
luish-Nitro-AN515-57,f6b7af8c4320993e3a0d9b3e51c9a7b9f3f8ccb3f1b405f5435a741432772779,,15388,15281,"15388   15281 runsv allocate-tunnel-addrs"
luish-Nitro-AN515-57,f6b7af8c4320993e3a0d9b3e51c9a7b9f3f8ccb3f1b405f5435a741432772779,,15389,15281,"15389   15281 runsv node-status-reporter"
luish-Nitro-AN515-57,f6b7af8c4320993e3a0d9b3e51c9a7b9f3f8ccb3f1b405f5435a741432772779,,15390,15385,"15390   15385 calico-node -felix"
luish-Nitro-AN515-57,f6b7af8c4320993e3a0d9b3e51c9a7b9f3f8ccb3f1b405f5435a741432772779,,15391,15386,"15391   15386 calico-node -monitor-addresses"
luish-Nitro-AN515-57,f6b7af8c4320993e3a0d9b3e51c9a7b9f3f8ccb3f1b405f5435a741432772779,,15392,15382,"15392   15382 calico-node -monitor-token"
luish-Nitro-AN515-57,f6b7af8c4320993e3a0d9b3e51c9a7b9f3f8ccb3f1b405f5435a741432772779,,15393,15389,"15393   15389 calico-node -status-reporter"
luish-Nitro-AN515-57,f6b7af8c4320993e3a0d9b3e51c9a7b9f3f8ccb3f1b405f5435a741432772779,,15394,15383,"15394   15383 calico-node -confd"
luish-Nitro-AN515-57,f6b7af8c4320993e3a0d9b3e51c9a7b9f3f8ccb3f1b405f5435a741432772779,,15396,15388,"15396   15388 calico-node -allocate-tunnel-addrs"
luish-Nitro-AN515-57,f6b7af8c4320993e3a0d9b3e51c9a7b9f3f8ccb3f1b405f5435a741432772779,,15695,15384,"15695   15384 bird6 -R -s /var/run/calico/bird6.ctl -d -c /etc/calico/confd/config/bird6.cfg"
luish-Nitro-AN515-57,f6b7af8c4320993e3a0d9b3e51c9a7b9f3f8ccb3f1b405f5435a741432772779,,15696,15387,"15696   15387 bird -R -s /var/run/calico/bird.ctl -d -c /etc/calico/confd/config/bird.cfg"
luish-Nitro-AN515-57,ef91a0d660a73e968a2b0d24cabdff9490abf90c3464b8d57e0fa5b8629a2b5f,,14458,14403,"14458   14403 /usr/local/bin/kube-proxy --config=/var/lib/kube-proxy/config.conf --hostname-override=luish-nitro-an515-57"
luish-Nitro-AN515-57,9fd54ab2ddd64b83d7767888bff19c2963737339ad1e15e7360722b306c417f5,,14143,13894,"14143   13894 kube-scheduler --authentication-kubeconfig=/etc/kubernetes/scheduler.conf --authorization-kubeconfig=/etc/kubernetes/scheduler.conf --bind-address=127.0.0.1 --kubeconfig=/etc/kubernetes/scheduler.conf --leader-elect=true"
luish-Nitro-AN515-57,1f96a3c7eff8003d11acd96bdc3baa48f93b17a8f54591c61bc32ac4c7bb8088,,14138,13908,"14138   13908 kube-controller-manager --authentication-kubeconfig=/etc/kubernetes/controller-manager.conf --authorization-kubeconfig=/etc/kubernetes/controller-manager.conf --bind-address=127.0.0.1 --client-ca-file=/etc/kubernetes/pki/ca.crt --cluster-name=kubernetes --cluster-signing-cert-file=/etc/kubernetes/pki/ca.crt --cluster-signing-key-file=/etc/kubernetes/pki/ca.key --controllers=*,bootstrapsigner,tokencleaner --kubeconfig=/etc/kubernetes/controller-manager.conf --leader-elect=true --requestheader-client-ca-file=/etc/kubernetes/pki/front-proxy-ca.crt --root-ca-file=/etc/kubernetes/pki/ca.crt --service-account-private-key-file=/etc/kubernetes/pki/sa.key --use-service-account-credentials=true"
